지역,확진일,확진자수
구로구,2020-06-05,4
구로구,2020-06-06,3
구로구,2020-06-07,3
구로구,2020-06-08,9
구로구,2020-06-09,1
구로구,2020-06-10,2
구로구,2020-06-11,1
구로구,2020-06-12,1
구로구,2020-06-14,1
구로구,2020-06-15,4
구로구,2020-06-17,1
구로구,2020-06-21,4
구로구,2020-06-23,1
구로구,2020-06-24,1
구로구,2020-06-25,1
구로구,2020-06-26,1
구로구,2020-06-27,1
구로구,2020-06-28,1
구로구,2020-07-03,1
구로구,2020-07-08,1
구로구,2020-07-15,1
구로구,2020-07-23,1
구로구,2020-07-29,1
구로구,2020-08-09,2
구로구,2020-08-17,2
구로구,2020-08-18,6
구로구,2020-08-19,2
구로구,2020-08-20,5
구로구,2020-08-21,8
구로구,2020-08-22,2
구로구,2020-08-23,4
구로구,2020-08-24,2
구로구,2020-08-25,3
구로구,2020-08-26,8
구로구,2020-08-27,7
구로구,2020-08-28,2
구로구,2020-08-29,6
구로구,2020-08-30,1
구로구,2020-09-02,1
구로구,2020-09-07,3
구로구,2020-09-08,1
구로구,2020-09-10,1
구로구,2020-09-11,1
구로구,2020-09-13,1
구로구,2020-09-14,1
구로구,2020-09-15,1
구로구,2020-09-16,4
구로구,2020-09-18,2
구로구,2020-09-20,2
구로구,2020-09-21,1
구로구,2020-09-22,3
구로구,2020-09-24,6
구로구,2020-09-26,2
구로구,2020-09-30,2
구로구,2020-10-01,1
구로구,2020-10-02,1
구로구,2020-10-03,1
구로구,2020-10-04,1
구로구,2020-10-05,2
구로구,2020-10-11,2
구로구,2020-10-15,1
구로구,2020-10-16,1
구로구,2020-10-21,1
구로구,2020-10-22,2
구로구,2020-10-23,3
구로구,2020-10-24,1
구로구,2020-10-25,1
구로구,2020-10-30,2
구로구,2020-10-31,2
구로구,2020-11-02,4
구로구,2020-11-03,1
구로구,2020-11-12,1
구로구,2020-11-13,1
구로구,2020-11-14,4
구로구,2020-11-15,3
구로구,2020-11-16,6
구로구,2020-11-17,3
구로구,2020-11-18,1
구로구,2020-11-19,2
구로구,2020-11-20,5
구로구,2020-11-21,1
구로구,2020-11-22,4
구로구,2020-11-23,4
구로구,2020-11-25,5
구로구,2020-11-26,7
구로구,2020-11-27,5
구로구,2020-11-28,7
구로구,2020-11-29,3
구로구,2020-11-30,5
구로구,2020-12-01,3
구로구,2020-12-02,2
구로구,2020-12-03,11
구로구,2020-12-04,4
구로구,2020-12-05,6
구로구,2020-12-06,6
구로구,2020-12-07,11
구로구,2020-12-08,12
구로구,2020-12-09,6
구로구,2020-12-10,9
구로구,2020-12-11,8
구로구,2020-12-12,8
구로구,2020-12-13,2
구로구,2020-12-14,9
구로구,2020-12-15,11
구로구,2020-12-16,15
구로구,2020-12-17,22
구로구,2020-12-18,13
구로구,2020-12-19,19
구로구,2020-12-20,19
구로구,2020-12-21,17
구로구,2020-12-22,6
구로구,2020-12-23,17
구로구,2020-12-24,4
구로구,2020-12-25,40
구로구,2020-12-26,17
구로구,2020-12-27,6
구로구,2020-12-28,9
구로구,2020-12-29,13
구로구,2020-12-30,15
구로구,2020-12-31,7
구로구,2021-01-01,5
구로구,2021-01-02,8
구로구,2021-01-03,9
구로구,2021-01-04,9
구로구,2021-01-05,19
구로구,2021-01-06,8
구로구,2021-01-07,9
구로구,2021-01-08,4
구로구,2021-01-09,8
구로구,2021-01-10,3
구로구,2021-01-11,8
구로구,2021-01-12,1
구로구,2021-01-13,3
구로구,2021-01-14,8
구로구,2021-01-15,3
구로구,2021-01-16,10
구로구,2021-01-17,2
구로구,2021-01-18,9
구로구,2021-01-19,4
구로구,2021-01-20,6
구로구,2021-01-21,2
구로구,2021-01-22,1
구로구,2021-01-23,5
구로구,2021-01-24,2
구로구,2021-01-25,3
구로구,2021-01-26,11
구로구,2021-01-27,6
구로구,2021-01-28,4
구로구,2021-01-29,4
구로구,2021-01-30,5
구로구,2021-01-31,2
구로구,2021-02-01,4
구로구,2021-02-02,5
구로구,2021-02-03,7
구로구,2021-02-04,2
구로구,2021-02-05,3
구로구,2021-02-06,3
구로구,2021-02-07,4
구로구,2021-02-08,2
구로구,2021-02-09,6
구로구,2021-02-10,17
구로구,2021-02-11,27
구로구,2021-02-12,12
구로구,2021-02-13,18
구로구,2021-02-14,14
구로구,2021-02-15,16
구로구,2021-02-16,10
구로구,2021-02-17,9
구로구,2021-02-18,16
구로구,2021-02-19,5
구로구,2021-02-20,7
구로구,2021-02-21,2
구로구,2021-02-22,1
구로구,2021-02-23,6
구로구,2021-02-24,14
구로구,2021-02-25,5
구로구,2021-02-26,11
구로구,2021-02-27,9
구로구,2021-02-28,2
구로구,2021-03-01,3
구로구,2021-03-02,2
구로구,2021-03-03,3
구로구,2021-03-05,4
구로구,2021-03-06,3
구로구,2021-03-07,1
구로구,2021-03-08,7
구로구,2021-03-09,6
구로구,2021-03-10,8
구로구,2021-03-11,3
구로구,2021-03-12,6
구로구,2021-03-13,1
구로구,2021-03-14,3
구로구,2021-03-15,1
구로구,2021-03-16,6
구로구,2021-03-17,3
구로구,2021-03-18,1
구로구,2021-03-19,1
구로구,2021-03-20,4
구로구,2021-03-21,4
구로구,2021-03-22,5
구로구,2021-03-23,6
구로구,2021-03-24,1
구로구,2021-03-25,2
구로구,2021-03-26,4
구로구,2021-03-27,13
구로구,2021-03-28,1
구로구,2021-03-29,9
구로구,2021-03-30,10
구로구,2021-03-31,5
구로구,2021-04-01,5
구로구,2021-04-02,5
구로구,2021-04-03,3
구로구,2021-04-04,9
구로구,2021-04-05,7
구로구,2021-04-06,8
구로구,2021-04-07,5
구로구,2021-04-08,6
구로구,2021-04-09,3
구로구,2021-04-10,4
구로구,2021-04-11,1
구로구,2021-04-12,2
구로구,2021-04-13,3
구로구,2021-04-14,6
구로구,2021-04-15,9
구로구,2021-04-16,7
구로구,2021-04-17,6
구로구,2021-04-18,2
구로구,2021-04-19,4
구로구,2021-04-20,7
구로구,2021-04-21,3
구로구,2021-04-22,1
구로구,2021-04-23,4
구로구,2021-04-24,6
구로구,2021-04-25,3
구로구,2021-04-26,2
구로구,2021-04-27,4
구로구,2021-04-28,6
구로구,2021-04-29,8
구로구,2021-04-30,3
구로구,2021-05-01,2
구로구,2021-05-03,5
구로구,2021-05-04,2
구로구,2021-05-05,4
구로구,2021-05-06,13
구로구,2021-05-07,2
구로구,2021-05-08,4
구로구,2021-05-09,1
구로구,2021-05-10,3
구로구,2021-05-11,11
구로구,2021-05-12,7
구로구,2021-05-13,6
구로구,2021-05-14,14
구로구,2021-05-15,7
구로구,2021-05-16,12
구로구,2021-05-17,7
구로구,2021-05-18,12
구로구,2021-05-19,11
구로구,2021-05-20,3
구로구,2021-05-21,1
구로구,2021-05-22,6
구로구,2021-05-23,2
구로구,2021-05-24,6
구로구,2021-05-25,8
구로구,2021-05-26,5
구로구,2021-05-27,12
구로구,2021-05-28,6
구로구,2021-05-29,5
구로구,2021-05-30,2
구로구,2021-05-31,4
구로구,2021-06-01,2
구로구,2021-06-02,1
구로구,2021-06-03,3
구로구,2021-06-04,7
구로구,2021-06-05,2
구로구,2021-06-06,5
구로구,2021-06-07,6
구로구,2021-06-08,4
구로구,2021-06-09,6
구로구,2021-06-10,8
구로구,2021-06-11,3
구로구,2021-06-12,3
구로구,2021-06-13,2
구로구,2021-06-14,2
구로구,2021-06-15,6
구로구,2021-06-16,3
구로구,2021-06-17,5
구로구,2021-06-18,8
구로구,2021-06-19,5
구로구,2021-06-20,9
구로구,2021-06-21,2
구로구,2021-06-22,5
구로구,2021-06-23,6
구로구,2021-06-24,12
구로구,2021-06-25,7
구로구,2021-06-26,12
구로구,2021-06-27,6
구로구,2021-06-28,8
구로구,2021-06-29,8
구로구,2021-06-30,4
구로구,2021-07-01,9
구로구,2021-07-02,4
구로구,2021-07-03,4
구로구,2021-07-04,5
구로구,2021-07-05,4
금천구,2020-02-25,1
금천구,2020-03-09,1
금천구,2020-03-10,1
금천구,2020-03-12,2
금천구,2020-03-25,1
금천구,2020-03-26,1
금천구,2020-03-27,1
금천구,2020-03-29,4
금천구,2020-05-14,1
금천구,2020-05-26,1
금천구,2020-05-28,1
금천구,2020-06-02,1
금천구,2020-06-03,2
금천구,2020-06-09,1
금천구,2020-06-10,4
금천구,2020-06-11,3
금천구,2020-06-12,1
금천구,2020-06-13,1
금천구,2020-06-14,1
금천구,2020-06-24,1
금천구,2020-06-29,1
금천구,2020-06-30,1
금천구,2020-07-02,1
금천구,2020-07-13,1
금천구,2020-07-14,1
금천구,2020-07-18,2
금천구,2020-07-20,1
금천구,2020-07-24,1
금천구,2020-08-15,3
금천구,2020-08-17,1
금천구,2020-08-18,1
금천구,2020-08-20,2
금천구,2020-08-21,2
금천구,2020-08-22,1
금천구,2020-08-23,3
금천구,2020-08-24,2
금천구,2020-08-25,7
금천구,2020-08-26,3
금천구,2020-08-27,1
금천구,2020-08-28,3
금천구,2020-08-29,2
금천구,2020-08-30,2
금천구,2020-08-31,1
금천구,2020-09-01,1
금천구,2020-09-04,1
금천구,2020-09-05,1
금천구,2020-09-06,2
금천구,2020-09-07,1
금천구,2020-09-08,1
금천구,2020-09-09,1
금천구,2020-09-10,1
금천구,2020-09-12,1
금천구,2020-09-13,1
금천구,2020-09-18,1
금천구,2020-09-19,1
금천구,2020-09-20,1
금천구,2020-09-21,2
금천구,2020-09-22,1
금천구,2020-09-24,1
금천구,2020-09-30,2
금천구,2020-10-01,1
금천구,2020-10-05,1
금천구,2020-10-17,1
금천구,2020-10-26,1
금천구,2020-10-28,1
금천구,2020-11-07,1
금천구,2020-11-11,1
금천구,2020-11-12,2
금천구,2020-11-16,1
금천구,2020-11-18,1
금천구,2020-11-20,1
금천구,2020-11-23,1
금천구,2020-11-24,1
금천구,2020-11-25,1
금천구,2020-11-26,4
금천구,2020-11-27,3
금천구,2020-11-28,2
금천구,2020-11-29,6
금천구,2020-11-30,2
금천구,2020-12-03,8
금천구,2020-12-04,5
금천구,2020-12-05,3
금천구,2020-12-06,4
금천구,2020-12-07,3
금천구,2020-12-08,1
금천구,2020-12-09,5
금천구,2020-12-10,3
금천구,2020-12-11,8
금천구,2020-12-12,10
금천구,2020-12-13,8
금천구,2020-12-14,4
금천구,2020-12-15,11
금천구,2020-12-16,9
금천구,2020-12-17,5
금천구,2020-12-18,7
금천구,2020-12-19,2
금천구,2020-12-20,16
금천구,2020-12-21,8
금천구,2020-12-22,6
금천구,2020-12-23,5
금천구,2020-12-24,5
금천구,2020-12-25,10
금천구,2020-12-26,10
금천구,2020-12-27,10
금천구,2020-12-28,4
금천구,2020-12-29,14
금천구,2020-12-30,11
금천구,2020-12-31,6
금천구,2021-01-01,1
금천구,2021-01-02,4
금천구,2021-01-03,5
금천구,2021-01-04,7
금천구,2021-01-05,3
금천구,2021-01-06,6
금천구,2021-01-07,4
금천구,2021-01-08,1
금천구,2021-01-09,1
금천구,2021-01-10,2
금천구,2021-01-12,2
금천구,2021-01-13,2
금천구,2021-01-14,4
금천구,2021-01-15,2
금천구,2021-01-16,5
금천구,2021-01-17,5
금천구,2021-01-18,1
금천구,2021-01-20,1
금천구,2021-01-21,2
금천구,2021-01-22,1
금천구,2021-01-26,1
금천구,2021-01-27,3
금천구,2021-01-28,4
금천구,2021-01-29,1
금천구,2021-01-31,4
금천구,2021-02-01,2
금천구,2021-02-02,3
금천구,2021-02-03,3
금천구,2021-02-04,3
금천구,2021-02-05,1
금천구,2021-02-06,3
금천구,2021-02-07,4
금천구,2021-02-08,1
금천구,2021-02-09,3
금천구,2021-02-10,2
금천구,2021-02-11,3
금천구,2021-02-12,2
금천구,2021-02-13,2
금천구,2021-02-14,1
금천구,2021-02-15,2
금천구,2021-02-16,5
금천구,2021-02-17,1
금천구,2021-02-18,2
금천구,2021-02-19,2
금천구,2021-02-20,2
금천구,2021-02-21,1
금천구,2021-02-22,3
금천구,2021-02-23,3
금천구,2021-02-24,2
금천구,2021-02-25,6
금천구,2021-02-26,2
금천구,2021-02-27,3
금천구,2021-02-28,2
금천구,2021-03-01,1
금천구,2021-03-04,1
금천구,2021-03-06,1
금천구,2021-03-08,1
금천구,2021-03-09,3
금천구,2021-03-11,1
금천구,2021-03-12,1
금천구,2021-03-13,1
금천구,2021-03-16,1
금천구,2021-03-19,2
금천구,2021-03-21,1
금천구,2021-03-22,1
금천구,2021-03-24,2
금천구,2021-03-26,1
금천구,2021-03-27,1
금천구,2021-03-28,1
금천구,2021-03-29,1
금천구,2021-03-30,2
금천구,2021-03-31,3
금천구,2021-04-01,2
금천구,2021-04-02,2
금천구,2021-04-05,1
금천구,2021-04-06,6
금천구,2021-04-08,2
금천구,2021-04-09,3
금천구,2021-04-10,3
금천구,2021-04-11,1
금천구,2021-04-12,1
금천구,2021-04-13,5
금천구,2021-04-14,4
금천구,2021-04-15,9
금천구,2021-04-16,3
금천구,2021-04-17,4
금천구,2021-04-18,2
금천구,2021-04-19,1
금천구,2021-04-20,3
금천구,2021-04-21,7
금천구,2021-04-22,4
금천구,2021-04-24,6
금천구,2021-04-25,3
금천구,2021-04-27,7
금천구,2021-04-28,3
금천구,2021-04-30,2
금천구,2021-05-01,8
금천구,2021-05-02,2
금천구,2021-05-03,3
금천구,2021-05-04,3
금천구,2021-05-05,4
금천구,2021-05-06,4
금천구,2021-05-07,4
금천구,2021-05-08,5
금천구,2021-05-10,3
금천구,2021-05-11,9
금천구,2021-05-12,4
금천구,2021-05-13,4
금천구,2021-05-14,7
금천구,2021-05-15,4
금천구,2021-05-16,1
금천구,2021-05-17,2
금천구,2021-05-18,5
금천구,2021-05-19,7
금천구,2021-05-20,6
금천구,2021-05-21,6
금천구,2021-05-22,6
금천구,2021-05-23,1
금천구,2021-05-24,10
금천구,2021-05-25,8
금천구,2021-05-26,2
금천구,2021-05-27,7
금천구,2021-05-28,4
금천구,2021-05-29,5
금천구,2021-05-30,8
금천구,2021-05-31,4
금천구,2021-06-01,9
금천구,2021-06-02,5
금천구,2021-06-03,5
금천구,2021-06-04,2
금천구,2021-06-05,6
금천구,2021-06-06,4
금천구,2021-06-07,4
금천구,2021-06-08,3
금천구,2021-06-09,2
금천구,2021-06-10,2
금천구,2021-06-11,4
금천구,2021-06-12,5
금천구,2021-06-13,2
금천구,2021-06-14,1
금천구,2021-06-15,2
금천구,2021-06-16,3
금천구,2021-06-17,2
금천구,2021-06-18,6
금천구,2021-06-19,7
금천구,2021-06-20,2
금천구,2021-06-21,1
금천구,2021-06-22,1
금천구,2021-06-23,2
금천구,2021-06-24,2
금천구,2021-06-25,8
금천구,2021-06-26,1
금천구,2021-06-27,5
금천구,2021-06-28,1
금천구,2021-06-29,4
금천구,2021-06-30,2
금천구,2021-07-01,2
금천구,2021-07-02,4
금천구,2021-07-03,7
금천구,2021-07-04,7
금천구,2021-07-05,7
노원구,2020-02-25,2
노원구,2020-02-26,1
노원구,2020-02-27,1
노원구,2020-02-28,3
노원구,2020-02-29,1
노원구,2020-03-08,1
노원구,2020-03-09,1
노원구,2020-03-10,2
노원구,2020-03-12,1
노원구,2020-03-13,1
노원구,2020-03-15,1
노원구,2020-03-18,1
노원구,2020-03-19,2
노원구,2020-03-20,2
노원구,2020-04-02,1
노원구,2020-04-03,1
노원구,2020-04-06,1
노원구,2020-05-12,1
노원구,2020-05-13,1
노원구,2020-05-16,2
노원구,2020-05-21,1
노원구,2020-05-23,1
노원구,2020-05-25,1
노원구,2020-05-26,1
노원구,2020-06-04,1
노원구,2020-06-05,2
노원구,2020-06-10,1
노원구,2020-06-11,1
노원구,2020-06-12,1
노원구,2020-06-20,2
노원구,2020-06-24,1
노원구,2020-06-25,1
노원구,2020-06-26,1
노원구,2020-06-28,1
노원구,2020-06-29,1
노원구,2020-07-02,1
노원구,2020-07-04,1
노원구,2020-07-07,2
노원구,2020-07-08,1
노원구,2020-07-12,1
노원구,2020-08-09,1
노원구,2020-08-12,1
노원구,2020-08-14,4
노원구,2020-08-15,14
노원구,2020-08-16,15
노원구,2020-08-17,10
노원구,2020-08-18,9
노원구,2020-08-19,9
노원구,2020-08-20,6
노원구,2020-08-21,4
노원구,2020-08-22,14
노원구,2020-08-23,4
노원구,2020-08-24,17
노원구,2020-08-25,6
노원구,2020-08-26,18
노원구,2020-08-27,17
노원구,2020-08-28,7
노원구,2020-08-29,18
노원구,2020-08-30,7
노원구,2020-08-31,11
노원구,2020-09-01,4
노원구,2020-09-02,5
노원구,2020-09-03,3
노원구,2020-09-04,2
노원구,2020-09-05,3
노원구,2020-09-06,5
노원구,2020-09-07,3
노원구,2020-09-08,1
노원구,2020-09-09,3
노원구,2020-09-10,2
노원구,2020-09-11,3
노원구,2020-09-13,4
노원구,2020-09-14,3
노원구,2020-09-15,6
노원구,2020-09-16,2
노원구,2020-09-17,4
노원구,2020-09-18,1
노원구,2020-09-20,2
노원구,2020-09-21,1
노원구,2020-09-22,1
노원구,2020-09-24,1
노원구,2020-09-26,1
노원구,2020-10-02,3
노원구,2020-10-04,1
노원구,2020-10-05,2
노원구,2020-10-06,3
노원구,2020-10-07,2
노원구,2020-10-08,1
노원구,2020-10-09,1
노원구,2020-10-10,2
노원구,2020-10-11,4
노원구,2020-10-12,1
노원구,2020-10-15,1
노원구,2020-10-17,1
노원구,2020-10-24,2
노원구,2020-10-25,1
노원구,2020-10-26,1
노원구,2020-10-28,4
노원구,2020-10-29,1
노원구,2020-10-30,1
노원구,2020-10-31,1
노원구,2020-11-01,1
노원구,2020-11-03,1
노원구,2020-11-05,1
노원구,2020-11-10,1
노원구,2020-11-11,3
노원구,2020-11-12,6
노원구,2020-11-13,5
노원구,2020-11-14,11
노원구,2020-11-15,4
노원구,2020-11-16,4
노원구,2020-11-17,3
노원구,2020-11-18,9
노원구,2020-11-19,7
노원구,2020-11-20,4
노원구,2020-11-21,4
노원구,2020-11-22,2
노원구,2020-11-23,7
노원구,2020-11-24,5
노원구,2020-11-25,16
노원구,2020-11-26,11
노원구,2020-11-27,6
노원구,2020-11-28,13
노원구,2020-11-29,13
노원구,2020-11-30,7
노원구,2020-12-01,11
노원구,2020-12-02,8
노원구,2020-12-03,7
노원구,2020-12-04,7
노원구,2020-12-05,7
노원구,2020-12-06,9
노원구,2020-12-07,8
노원구,2020-12-08,7
노원구,2020-12-09,12
노원구,2020-12-10,5
노원구,2020-12-11,6
노원구,2020-12-12,3
노원구,2020-12-13,9
노원구,2020-12-14,7
노원구,2020-12-15,12
노원구,2020-12-16,8
노원구,2020-12-17,16
노원구,2020-12-18,10
노원구,2020-12-19,8
노원구,2020-12-20,9
노원구,2020-12-21,32
노원구,2020-12-22,18
노원구,2020-12-23,11
노원구,2020-12-24,8
노원구,2020-12-25,16
노원구,2020-12-26,8
노원구,2020-12-27,15
노원구,2020-12-28,17
노원구,2020-12-29,17
노원구,2020-12-30,15
노원구,2020-12-31,8
노원구,2021-01-01,10
노원구,2021-01-02,11
노원구,2021-01-03,10
노원구,2021-01-04,6
노원구,2021-01-05,13
노원구,2021-01-06,8
노원구,2021-01-07,5
노원구,2021-01-08,2
노원구,2021-01-09,5
노원구,2021-01-10,8
노원구,2021-01-11,11
노원구,2021-01-12,10
노원구,2021-01-13,2
노원구,2021-01-14,4
노원구,2021-01-15,6
노원구,2021-01-16,8
노원구,2021-01-17,5
노원구,2021-01-18,1
노원구,2021-01-19,6
노원구,2021-01-20,12
노원구,2021-01-21,8
노원구,2021-01-22,3
노원구,2021-01-23,10
노원구,2021-01-24,4
노원구,2021-01-25,11
노원구,2021-01-26,8
노원구,2021-01-27,2
노원구,2021-01-28,4
노원구,2021-01-29,10
노원구,2021-01-30,5
노원구,2021-01-31,8
노원구,2021-02-01,4
노원구,2021-02-02,5
노원구,2021-02-03,8
노원구,2021-02-04,8
노원구,2021-02-05,9
노원구,2021-02-06,12
노원구,2021-02-07,5
노원구,2021-02-08,5
노원구,2021-02-09,4
노원구,2021-02-10,3
노원구,2021-02-11,10
노원구,2021-02-12,6
노원구,2021-02-13,6
노원구,2021-02-14,2
노원구,2021-02-15,13
노원구,2021-02-16,11
노원구,2021-02-17,9
노원구,2021-02-18,5
노원구,2021-02-19,3
노원구,2021-02-20,7
노원구,2021-02-21,8
노원구,2021-02-22,9
노원구,2021-02-23,8
노원구,2021-02-24,4
노원구,2021-02-25,3
노원구,2021-02-26,6
노원구,2021-02-27,4
노원구,2021-02-28,9
노원구,2021-03-01,10
노원구,2021-03-02,5
노원구,2021-03-03,6
노원구,2021-03-04,12
노원구,2021-03-05,13
노원구,2021-03-06,12
노원구,2021-03-07,7
노원구,2021-03-08,2
노원구,2021-03-09,4
노원구,2021-03-10,7
노원구,2021-03-11,10
노원구,2021-03-12,6
노원구,2021-03-13,6
노원구,2021-03-14,6
노원구,2021-03-15,5
노원구,2021-03-16,4
노원구,2021-03-17,6
노원구,2021-03-18,5
노원구,2021-03-19,4
노원구,2021-03-20,7
노원구,2021-03-21,12
노원구,2021-03-22,2
노원구,2021-03-23,9
노원구,2021-03-24,18
노원구,2021-03-25,6
노원구,2021-03-26,5
노원구,2021-03-27,7
노원구,2021-03-28,3
노원구,2021-03-29,3
노원구,2021-03-30,1
노원구,2021-03-31,8
노원구,2021-04-01,9
노원구,2021-04-02,8
노원구,2021-04-03,8
노원구,2021-04-04,8
노원구,2021-04-05,4
노원구,2021-04-06,6
노원구,2021-04-07,17
노원구,2021-04-08,14
노원구,2021-04-09,6
노원구,2021-04-10,6
노원구,2021-04-11,9
노원구,2021-04-12,5
노원구,2021-04-13,8
노원구,2021-04-14,10
노원구,2021-04-15,14
노원구,2021-04-16,6
노원구,2021-04-17,8
노원구,2021-04-18,6
노원구,2021-04-19,6
노원구,2021-04-20,9
노원구,2021-04-21,13
노원구,2021-04-22,9
노원구,2021-04-23,13
노원구,2021-04-24,10
노원구,2021-04-25,6
노원구,2021-04-26,3
노원구,2021-04-27,12
노원구,2021-04-28,10
노원구,2021-04-29,6
노원구,2021-04-30,10
노원구,2021-05-01,8
노원구,2021-05-02,13
노원구,2021-05-03,4
노원구,2021-05-04,11
노원구,2021-05-05,6
노원구,2021-05-06,7
노원구,2021-05-07,13
노원구,2021-05-08,12
노원구,2021-05-09,7
노원구,2021-05-10,9
노원구,2021-05-11,9
노원구,2021-05-12,20
노원구,2021-05-13,27
노원구,2021-05-14,19
노원구,2021-05-15,14
노원구,2021-05-16,13
노원구,2021-05-17,9
노원구,2021-05-18,10
노원구,2021-05-19,11
노원구,2021-05-20,13
노원구,2021-05-21,12
노원구,2021-05-22,12
노원구,2021-05-23,10
노원구,2021-05-24,7
노원구,2021-05-25,14
노원구,2021-05-26,11
노원구,2021-05-27,12
노원구,2021-05-28,10
노원구,2021-05-29,12
노원구,2021-05-30,8
노원구,2021-05-31,11
노원구,2021-06-01,8
노원구,2021-06-02,9
노원구,2021-06-03,8
노원구,2021-06-04,23
노원구,2021-06-05,12
노원구,2021-06-06,3
노원구,2021-06-07,5
노원구,2021-06-08,5
노원구,2021-06-09,7
노원구,2021-06-10,9
노원구,2021-06-11,11
노원구,2021-06-12,6
노원구,2021-06-13,4
노원구,2021-06-14,6
노원구,2021-06-15,1
노원구,2021-06-16,6
노원구,2021-06-17,14
노원구,2021-06-18,10
노원구,2021-06-19,2
노원구,2021-06-20,5
노원구,2021-06-21,1
노원구,2021-06-22,14
노원구,2021-06-23,11
노원구,2021-06-24,13
노원구,2021-06-25,10
노원구,2021-06-26,7
노원구,2021-06-27,7
노원구,2021-06-28,6
노원구,2021-06-29,7
노원구,2021-06-30,9
노원구,2021-07-01,16
노원구,2021-07-02,20
노원구,2021-07-03,15
노원구,2021-07-04,18
노원구,2021-07-05,23
도봉구,2020-03-02,1
도봉구,2020-03-14,1
도봉구,2020-03-22,1
도봉구,2020-03-24,1
도봉구,2020-03-27,1
도봉구,2020-03-29,1
도봉구,2020-04-03,1
도봉구,2020-04-08,1
도봉구,2020-04-12,1
도봉구,2020-05-09,1
도봉구,2020-05-11,1
도봉구,2020-05-12,1
도봉구,2020-05-14,2
도봉구,2020-05-19,1
도봉구,2020-05-20,1
도봉구,2020-05-25,1
도봉구,2020-05-26,1
도봉구,2020-05-29,1
도봉구,2020-06-03,1
도봉구,2020-06-04,1
도봉구,2020-06-05,1
도봉구,2020-06-10,1
도봉구,2020-06-11,1
도봉구,2020-06-12,12
도봉구,2020-06-14,1
도봉구,2020-06-15,1
도봉구,2020-06-16,2
도봉구,2020-06-17,11
도봉구,2020-06-18,2
도봉구,2020-06-19,2
도봉구,2020-06-20,2
도봉구,2020-06-21,1
도봉구,2020-06-23,3
도봉구,2020-06-24,1
도봉구,2020-07-16,1
도봉구,2020-07-23,1
도봉구,2020-08-03,1
도봉구,2020-08-04,1
도봉구,2020-08-06,2
도봉구,2020-08-07,1
도봉구,2020-08-08,1
도봉구,2020-08-11,1
도봉구,2020-08-13,1
도봉구,2020-08-14,1
도봉구,2020-08-15,9
도봉구,2020-08-16,3
도봉구,2020-08-17,3
도봉구,2020-08-18,4
도봉구,2020-08-19,2
도봉구,2020-08-20,6
도봉구,2020-08-21,1
도봉구,2020-08-22,3
도봉구,2020-08-24,6
도봉구,2020-08-25,1
도봉구,2020-08-26,2
도봉구,2020-08-27,4
도봉구,2020-08-28,6
도봉구,2020-08-29,2
도봉구,2020-08-30,7
도봉구,2020-08-31,5
도봉구,2020-09-01,3
도봉구,2020-09-02,1
도봉구,2020-09-03,2
도봉구,2020-09-04,2
도봉구,2020-09-05,1
도봉구,2020-09-06,1
도봉구,2020-09-07,4
도봉구,2020-09-08,1
도봉구,2020-09-09,3
도봉구,2020-09-10,1
도봉구,2020-09-11,1
도봉구,2020-09-12,3
도봉구,2020-09-13,2
도봉구,2020-09-14,1
도봉구,2020-09-16,2
도봉구,2020-09-17,2
도봉구,2020-09-21,1
도봉구,2020-09-22,8
도봉구,2020-09-24,16
도봉구,2020-09-26,8
도봉구,2020-09-28,6
도봉구,2020-10-02,1
도봉구,2020-10-04,1
도봉구,2020-10-06,4
도봉구,2020-10-09,5
도봉구,2020-10-10,1
도봉구,2020-10-11,1
도봉구,2020-10-12,1
도봉구,2020-10-15,1
도봉구,2020-10-20,1
도봉구,2020-10-21,1
도봉구,2020-10-27,1
도봉구,2020-10-28,1
도봉구,2020-10-29,3
도봉구,2020-11-01,2
도봉구,2020-11-05,1
도봉구,2020-11-06,1
도봉구,2020-11-08,1
도봉구,2020-11-09,3
도봉구,2020-11-11,4
도봉구,2020-11-12,3
도봉구,2020-11-14,1
도봉구,2020-11-15,4
도봉구,2020-11-16,7
도봉구,2020-11-17,6
도봉구,2020-11-18,11
도봉구,2020-11-19,8
도봉구,2020-11-20,4
도봉구,2020-11-22,1
도봉구,2020-11-23,5
도봉구,2020-11-24,2
도봉구,2020-11-25,5
도봉구,2020-11-26,3
도봉구,2020-11-27,3
도봉구,2020-11-28,5
도봉구,2020-11-29,4
도봉구,2020-11-30,7
도봉구,2020-12-01,10
도봉구,2020-12-02,3
도봉구,2020-12-03,8
도봉구,2020-12-04,3
도봉구,2020-12-05,14
도봉구,2020-12-06,6
도봉구,2020-12-07,3
도봉구,2020-12-08,8
도봉구,2020-12-09,5
도봉구,2020-12-10,3
도봉구,2020-12-11,12
도봉구,2020-12-12,13
도봉구,2020-12-13,8
도봉구,2020-12-14,7
도봉구,2020-12-15,12
도봉구,2020-12-16,7
도봉구,2020-12-17,2
도봉구,2020-12-18,9
도봉구,2020-12-19,8
도봉구,2020-12-20,7
도봉구,2020-12-21,13
도봉구,2020-12-22,2
도봉구,2020-12-23,11
도봉구,2020-12-24,6
도봉구,2020-12-25,21
도봉구,2020-12-26,11
도봉구,2020-12-27,8
도봉구,2020-12-28,7
도봉구,2020-12-29,8
도봉구,2020-12-30,9
도봉구,2020-12-31,11
도봉구,2021-01-01,7
