지역,확진일,확진자수
마포구,2020-12-06,8
마포구,2020-12-07,11
마포구,2020-12-08,9
마포구,2020-12-09,12
마포구,2020-12-10,8
마포구,2020-12-11,13
마포구,2020-12-12,16
마포구,2020-12-13,9
마포구,2020-12-14,8
마포구,2020-12-15,19
마포구,2020-12-16,32
마포구,2020-12-17,14
마포구,2020-12-18,10
마포구,2020-12-19,16
마포구,2020-12-20,11
마포구,2020-12-21,11
마포구,2020-12-22,31
마포구,2020-12-23,23
마포구,2020-12-24,20
마포구,2020-12-25,14
마포구,2020-12-26,14
마포구,2020-12-27,10
마포구,2020-12-28,9
마포구,2020-12-29,7
마포구,2020-12-30,9
마포구,2020-12-31,7
마포구,2021-01-01,7
마포구,2021-01-02,5
마포구,2021-01-03,8
마포구,2021-01-04,5
마포구,2021-01-05,5
마포구,2021-01-06,6
마포구,2021-01-07,7
마포구,2021-01-08,9
마포구,2021-01-09,3
마포구,2021-01-10,3
마포구,2021-01-11,9
마포구,2021-01-12,5
마포구,2021-01-13,12
마포구,2021-01-14,8
마포구,2021-01-15,4
마포구,2021-01-16,1
마포구,2021-01-17,6
마포구,2021-01-18,2
마포구,2021-01-19,6
마포구,2021-01-20,6
마포구,2021-01-21,4
마포구,2021-01-22,7
마포구,2021-01-23,6
마포구,2021-01-24,4
마포구,2021-01-25,2
마포구,2021-01-26,3
마포구,2021-01-27,4
마포구,2021-01-28,3
마포구,2021-01-29,1
마포구,2021-01-30,1
마포구,2021-01-31,3
마포구,2021-02-01,7
마포구,2021-02-02,4
마포구,2021-02-03,5
마포구,2021-02-04,1
마포구,2021-02-05,4
마포구,2021-02-06,2
마포구,2021-02-07,7
마포구,2021-02-08,2
마포구,2021-02-09,5
마포구,2021-02-10,2
마포구,2021-02-11,4
마포구,2021-02-12,1
마포구,2021-02-13,4
마포구,2021-02-14,4
마포구,2021-02-15,7
마포구,2021-02-16,9
마포구,2021-02-17,5
마포구,2021-02-18,1
마포구,2021-02-20,4
마포구,2021-02-21,1
마포구,2021-02-22,1
마포구,2021-02-23,5
마포구,2021-02-24,4
마포구,2021-02-25,5
마포구,2021-02-26,3
마포구,2021-02-27,1
마포구,2021-02-28,1
마포구,2021-03-01,5
마포구,2021-03-02,6
마포구,2021-03-03,3
마포구,2021-03-04,2
마포구,2021-03-05,4
마포구,2021-03-06,7
마포구,2021-03-07,1
마포구,2021-03-08,1
마포구,2021-03-09,2
마포구,2021-03-10,1
마포구,2021-03-11,2
마포구,2021-03-12,1
마포구,2021-03-13,4
마포구,2021-03-14,2
마포구,2021-03-15,3
마포구,2021-03-16,3
마포구,2021-03-17,2
마포구,2021-03-18,2
마포구,2021-03-19,1
마포구,2021-03-20,2
마포구,2021-03-21,3
마포구,2021-03-22,2
마포구,2021-03-23,5
마포구,2021-03-24,2
마포구,2021-03-25,4
마포구,2021-03-26,7
마포구,2021-03-27,9
마포구,2021-03-28,5
마포구,2021-03-29,5
마포구,2021-03-30,5
마포구,2021-03-31,4
마포구,2021-04-01,10
마포구,2021-04-02,8
마포구,2021-04-03,5
마포구,2021-04-04,5
마포구,2021-04-05,3
마포구,2021-04-06,2
마포구,2021-04-07,1
마포구,2021-04-08,4
마포구,2021-04-09,7
마포구,2021-04-10,8
마포구,2021-04-11,4
마포구,2021-04-12,2
마포구,2021-04-13,8
마포구,2021-04-14,7
마포구,2021-04-15,7
마포구,2021-04-16,7
마포구,2021-04-17,6
마포구,2021-04-18,4
마포구,2021-04-19,4
마포구,2021-04-20,9
마포구,2021-04-21,6
마포구,2021-04-22,2
마포구,2021-04-23,9
마포구,2021-04-24,6
마포구,2021-04-25,3
마포구,2021-04-26,4
마포구,2021-04-27,11
마포구,2021-04-28,9
마포구,2021-04-29,4
마포구,2021-04-30,7
마포구,2021-05-01,1
마포구,2021-05-02,5
마포구,2021-05-03,2
마포구,2021-05-04,11
마포구,2021-05-05,2
마포구,2021-05-06,1
마포구,2021-05-07,4
마포구,2021-05-08,10
마포구,2021-05-09,4
마포구,2021-05-10,2
마포구,2021-05-12,10
마포구,2021-05-13,6
마포구,2021-05-14,6
마포구,2021-05-15,2
마포구,2021-05-16,6
마포구,2021-05-17,3
마포구,2021-05-18,11
마포구,2021-05-19,3
마포구,2021-05-20,8
마포구,2021-05-21,10
마포구,2021-05-22,6
마포구,2021-05-23,1
마포구,2021-05-24,3
마포구,2021-05-25,5
마포구,2021-05-26,9
마포구,2021-05-27,8
마포구,2021-05-28,10
마포구,2021-05-29,5
마포구,2021-05-30,8
마포구,2021-05-31,3
마포구,2021-06-01,7
마포구,2021-06-02,13
마포구,2021-06-03,9
마포구,2021-06-04,5
마포구,2021-06-05,8
마포구,2021-06-06,4
마포구,2021-06-07,5
마포구,2021-06-08,10
마포구,2021-06-09,3
마포구,2021-06-10,7
마포구,2021-06-11,7
마포구,2021-06-12,7
마포구,2021-06-13,5
마포구,2021-06-14,5
마포구,2021-06-15,8
마포구,2021-06-16,10
마포구,2021-06-17,8
마포구,2021-06-18,7
마포구,2021-06-19,11
마포구,2021-06-20,4
마포구,2021-06-21,4
마포구,2021-06-22,6
마포구,2021-06-23,10
마포구,2021-06-24,20
마포구,2021-06-25,17
마포구,2021-06-26,10
마포구,2021-06-27,7
마포구,2021-06-28,13
마포구,2021-06-29,20
마포구,2021-06-30,20
마포구,2021-07-01,18
마포구,2021-07-02,22
마포구,2021-07-03,17
마포구,2021-07-04,14
마포구,2021-07-05,11
서대문구,2020-02-06,1
서대문구,2020-02-21,1
서대문구,2020-02-27,2
서대문구,2020-03-11,2
서대문구,2020-03-16,2
서대문구,2020-03-21,2
서대문구,2020-03-22,2
서대문구,2020-03-29,1
서대문구,2020-04-01,1
서대문구,2020-04-03,1
서대문구,2020-04-04,2
서대문구,2020-04-15,1
서대문구,2020-04-30,1
서대문구,2020-05-09,1
서대문구,2020-05-11,1
서대문구,2020-05-15,1
서대문구,2020-05-27,1
서대문구,2020-05-28,2
서대문구,2020-05-29,1
서대문구,2020-05-30,1
서대문구,2020-06-01,1
서대문구,2020-06-02,2
서대문구,2020-06-07,1
서대문구,2020-06-14,1
서대문구,2020-06-15,1
서대문구,2020-06-18,1
서대문구,2020-06-19,1
서대문구,2020-07-05,1
서대문구,2020-07-07,1
서대문구,2020-07-08,1
서대문구,2020-07-16,1
서대문구,2020-07-19,1
서대문구,2020-07-20,1
서대문구,2020-08-08,1
서대문구,2020-08-09,1
서대문구,2020-08-13,1
서대문구,2020-08-14,3
서대문구,2020-08-15,1
서대문구,2020-08-17,1
서대문구,2020-08-18,3
서대문구,2020-08-19,4
서대문구,2020-08-21,6
서대문구,2020-08-22,1
서대문구,2020-08-23,2
서대문구,2020-08-24,4
서대문구,2020-08-25,6
서대문구,2020-08-26,4
서대문구,2020-08-27,2
서대문구,2020-08-28,5
서대문구,2020-08-29,5
서대문구,2020-08-30,1
서대문구,2020-08-31,1
서대문구,2020-09-01,3
서대문구,2020-09-03,1
서대문구,2020-09-04,3
서대문구,2020-09-05,2
서대문구,2020-09-06,1
서대문구,2020-09-07,3
서대문구,2020-09-08,2
서대문구,2020-09-09,1
서대문구,2020-09-10,4
서대문구,2020-09-12,1
서대문구,2020-09-14,1
서대문구,2020-09-15,3
서대문구,2020-09-16,3
서대문구,2020-09-17,2
서대문구,2020-09-20,2
서대문구,2020-09-26,1
서대문구,2020-09-30,1
서대문구,2020-10-06,4
서대문구,2020-10-13,1
서대문구,2020-10-14,1
서대문구,2020-10-17,2
서대문구,2020-10-22,1
서대문구,2020-10-24,1
서대문구,2020-11-03,7
서대문구,2020-11-04,5
서대문구,2020-11-05,1
서대문구,2020-11-06,3
서대문구,2020-11-07,9
서대문구,2020-11-08,3
서대문구,2020-11-10,1
서대문구,2020-11-11,2
서대문구,2020-11-12,1
서대문구,2020-11-13,2
서대문구,2020-11-14,6
서대문구,2020-11-15,1
서대문구,2020-11-16,5
서대문구,2020-11-18,5
서대문구,2020-11-19,4
서대문구,2020-11-20,12
서대문구,2020-11-21,8
서대문구,2020-11-22,6
서대문구,2020-11-23,2
서대문구,2020-11-24,7
서대문구,2020-11-25,2
서대문구,2020-11-26,1
서대문구,2020-11-27,12
서대문구,2020-11-28,8
서대문구,2020-11-29,7
서대문구,2020-11-30,3
서대문구,2020-12-01,9
서대문구,2020-12-02,9
서대문구,2020-12-03,10
서대문구,2020-12-04,3
서대문구,2020-12-05,3
서대문구,2020-12-06,8
서대문구,2020-12-07,4
서대문구,2020-12-08,10
서대문구,2020-12-09,9
서대문구,2020-12-10,7
서대문구,2020-12-11,8
서대문구,2020-12-12,14
서대문구,2020-12-13,3
서대문구,2020-12-14,10
서대문구,2020-12-15,10
서대문구,2020-12-16,11
서대문구,2020-12-17,15
서대문구,2020-12-18,6
서대문구,2020-12-19,10
서대문구,2020-12-20,12
서대문구,2020-12-21,14
서대문구,2020-12-22,9
서대문구,2020-12-23,9
서대문구,2020-12-24,5
서대문구,2020-12-25,8
서대문구,2020-12-26,2
서대문구,2020-12-27,4
서대문구,2020-12-28,5
서대문구,2020-12-29,9
서대문구,2020-12-30,9
서대문구,2020-12-31,8
서대문구,2021-01-01,10
서대문구,2021-01-02,4
서대문구,2021-01-03,3
서대문구,2021-01-04,6
서대문구,2021-01-05,11
서대문구,2021-01-06,14
서대문구,2021-01-07,11
서대문구,2021-01-08,7
서대문구,2021-01-09,12
서대문구,2021-01-10,6
서대문구,2021-01-11,2
서대문구,2021-01-12,1
서대문구,2021-01-13,4
서대문구,2021-01-14,3
서대문구,2021-01-15,1
서대문구,2021-01-16,5
서대문구,2021-01-17,7
서대문구,2021-01-18,4
서대문구,2021-01-19,3
서대문구,2021-01-20,4
서대문구,2021-01-21,2
서대문구,2021-01-22,4
서대문구,2021-01-23,5
서대문구,2021-01-24,2
서대문구,2021-01-26,4
서대문구,2021-01-27,1
서대문구,2021-01-28,4
서대문구,2021-01-29,1
서대문구,2021-01-30,3
서대문구,2021-02-01,6
서대문구,2021-02-02,4
서대문구,2021-02-03,4
서대문구,2021-02-04,6
서대문구,2021-02-05,5
서대문구,2021-02-06,7
서대문구,2021-02-07,2
서대문구,2021-02-08,3
서대문구,2021-02-09,4
서대문구,2021-02-10,3
서대문구,2021-02-11,1
서대문구,2021-02-12,3
서대문구,2021-02-13,2
서대문구,2021-02-14,1
서대문구,2021-02-15,2
서대문구,2021-02-16,7
서대문구,2021-02-17,2
서대문구,2021-02-18,7
서대문구,2021-02-19,2
서대문구,2021-02-20,4
서대문구,2021-02-21,3
서대문구,2021-02-22,7
서대문구,2021-02-23,7
서대문구,2021-02-24,1
서대문구,2021-02-25,1
서대문구,2021-02-26,3
서대문구,2021-02-27,1
서대문구,2021-03-03,4
서대문구,2021-03-04,2
서대문구,2021-03-05,4
서대문구,2021-03-09,4
서대문구,2021-03-10,2
서대문구,2021-03-11,1
서대문구,2021-03-12,7
서대문구,2021-03-13,2
서대문구,2021-03-14,4
서대문구,2021-03-15,1
서대문구,2021-03-16,1
서대문구,2021-03-17,1
서대문구,2021-03-18,2
서대문구,2021-03-21,3
서대문구,2021-03-22,1
서대문구,2021-03-23,4
서대문구,2021-03-24,1
서대문구,2021-03-25,4
서대문구,2021-03-26,1
서대문구,2021-03-27,2
서대문구,2021-03-28,6
서대문구,2021-03-29,5
서대문구,2021-03-30,2
서대문구,2021-03-31,4
서대문구,2021-04-01,2
서대문구,2021-04-02,4
서대문구,2021-04-03,1
서대문구,2021-04-04,3
서대문구,2021-04-05,3
서대문구,2021-04-06,2
서대문구,2021-04-07,4
서대문구,2021-04-08,3
서대문구,2021-04-09,5
서대문구,2021-04-10,4
서대문구,2021-04-12,4
서대문구,2021-04-13,5
서대문구,2021-04-14,8
서대문구,2021-04-15,7
서대문구,2021-04-16,1
서대문구,2021-04-17,5
서대문구,2021-04-18,3
서대문구,2021-04-19,3
서대문구,2021-04-20,6
서대문구,2021-04-21,4
서대문구,2021-04-22,1
서대문구,2021-04-23,5
서대문구,2021-04-24,3
서대문구,2021-04-25,2
서대문구,2021-04-27,4
서대문구,2021-04-28,1
서대문구,2021-04-29,5
서대문구,2021-04-30,1
서대문구,2021-05-01,6
서대문구,2021-05-02,2
서대문구,2021-05-03,3
서대문구,2021-05-04,4
서대문구,2021-05-05,5
서대문구,2021-05-06,4
서대문구,2021-05-07,10
서대문구,2021-05-08,3
서대문구,2021-05-10,3
서대문구,2021-05-11,7
서대문구,2021-05-12,2
서대문구,2021-05-13,5
서대문구,2021-05-14,3
서대문구,2021-05-15,10
서대문구,2021-05-16,9
서대문구,2021-05-17,1
서대문구,2021-05-18,5
서대문구,2021-05-19,10
서대문구,2021-05-20,5
서대문구,2021-05-21,6
서대문구,2021-05-22,6
서대문구,2021-05-23,5
서대문구,2021-05-24,5
서대문구,2021-05-25,15
서대문구,2021-05-26,11
서대문구,2021-05-27,10
서대문구,2021-05-28,7
서대문구,2021-05-29,13
서대문구,2021-05-30,3
서대문구,2021-05-31,5
서대문구,2021-06-01,8
서대문구,2021-06-02,9
서대문구,2021-06-03,6
서대문구,2021-06-04,4
서대문구,2021-06-05,5
서대문구,2021-06-06,2
서대문구,2021-06-07,1
서대문구,2021-06-08,3
서대문구,2021-06-09,8
서대문구,2021-06-10,6
서대문구,2021-06-11,8
서대문구,2021-06-12,11
서대문구,2021-06-13,1
서대문구,2021-06-14,2
서대문구,2021-06-15,4
서대문구,2021-06-16,1
서대문구,2021-06-17,1
서대문구,2021-06-18,3
서대문구,2021-06-19,3
서대문구,2021-06-20,1
서대문구,2021-06-21,1
서대문구,2021-06-22,8
서대문구,2021-06-23,5
서대문구,2021-06-24,8
서대문구,2021-06-25,9
서대문구,2021-06-26,18
서대문구,2021-06-27,3
서대문구,2021-06-28,6
서대문구,2021-06-29,6
서대문구,2021-06-30,6
서대문구,2021-07-01,15
서대문구,2021-07-02,7
서대문구,2021-07-03,11
서대문구,2021-07-04,8
서대문구,2021-07-05,11
서초구,2020-02-21,1
서초구,2020-02-22,2
서초구,2020-02-27,1
서초구,2020-03-02,1
서초구,2020-03-07,1
서초구,2020-03-12,1
서초구,2020-03-13,2
서초구,2020-03-20,2
서초구,2020-03-21,1
서초구,2020-03-24,1
서초구,2020-03-25,3
서초구,2020-03-26,1
서초구,2020-03-28,4
서초구,2020-03-29,1
서초구,2020-03-30,2
서초구,2020-03-31,1
서초구,2020-04-01,2
서초구,2020-04-02,2
서초구,2020-04-03,2
서초구,2020-04-07,3
서초구,2020-04-08,2
서초구,2020-04-14,2
서초구,2020-05-09,1
서초구,2020-05-11,1
서초구,2020-05-19,1
서초구,2020-05-22,1
서초구,2020-06-01,2
서초구,2020-06-08,1
서초구,2020-06-10,1
서초구,2020-06-11,1
서초구,2020-06-13,1
서초구,2020-06-14,1
서초구,2020-06-16,1
서초구,2020-06-17,1
서초구,2020-06-18,1
서초구,2020-06-19,1
서초구,2020-06-20,1
서초구,2020-06-26,1
서초구,2020-06-28,1
서초구,2020-06-30,1
서초구,2020-07-02,1
서초구,2020-07-04,1
서초구,2020-07-12,1
서초구,2020-07-25,1
서초구,2020-07-30,2
서초구,2020-07-31,1
서초구,2020-08-05,2
서초구,2020-08-07,2
서초구,2020-08-10,1
서초구,2020-08-11,1
서초구,2020-08-12,2
서초구,2020-08-13,4
서초구,2020-08-14,8
서초구,2020-08-15,2
서초구,2020-08-17,1
서초구,2020-08-18,6
서초구,2020-08-19,3
서초구,2020-08-20,6
서초구,2020-08-21,4
서초구,2020-08-22,7
서초구,2020-08-23,1
서초구,2020-08-24,5
서초구,2020-08-25,5
서초구,2020-08-26,2
서초구,2020-08-27,3
서초구,2020-08-28,6
서초구,2020-08-29,3
서초구,2020-08-31,5
서초구,2020-09-01,4
서초구,2020-09-02,2
서초구,2020-09-03,5
서초구,2020-09-04,2
서초구,2020-09-05,1
서초구,2020-09-07,4
서초구,2020-09-08,1
서초구,2020-09-09,1
서초구,2020-09-10,3
서초구,2020-09-11,2
서초구,2020-09-13,2
서초구,2020-09-14,2
서초구,2020-09-15,3
서초구,2020-09-16,2
서초구,2020-09-17,2
서초구,2020-09-18,3
서초구,2020-09-19,1
서초구,2020-09-20,1
서초구,2020-09-21,1
서초구,2020-09-23,1
서초구,2020-09-24,5
서초구,2020-09-25,2
서초구,2020-09-29,2
서초구,2020-10-02,1
서초구,2020-10-05,1
서초구,2020-10-06,2
서초구,2020-10-07,1
서초구,2020-10-08,2
서초구,2020-10-11,1
서초구,2020-10-14,1
서초구,2020-10-15,2
서초구,2020-10-18,1
서초구,2020-10-19,1
서초구,2020-10-20,1
서초구,2020-10-22,3
서초구,2020-10-23,1
서초구,2020-10-24,2
서초구,2020-10-25,2
서초구,2020-10-26,1
서초구,2020-10-27,2
서초구,2020-10-28,3
서초구,2020-10-29,4
서초구,2020-10-30,2
서초구,2020-10-31,5
서초구,2020-11-01,2
서초구,2020-11-02,1
서초구,2020-11-03,1
서초구,2020-11-04,4
서초구,2020-11-06,3
서초구,2020-11-07,1
서초구,2020-11-08,5
서초구,2020-11-09,6
서초구,2020-11-10,4
서초구,2020-11-11,1
서초구,2020-11-12,4
서초구,2020-11-13,2
서초구,2020-11-14,4
서초구,2020-11-15,3
서초구,2020-11-16,10
서초구,2020-11-17,8
서초구,2020-11-18,9
서초구,2020-11-19,18
서초구,2020-11-20,16
서초구,2020-11-21,13
서초구,2020-11-22,15
서초구,2020-11-23,26
서초구,2020-11-24,20
서초구,2020-11-25,8
서초구,2020-11-26,12
서초구,2020-11-27,13
서초구,2020-11-28,8
서초구,2020-11-29,11
서초구,2020-11-30,11
서초구,2020-12-01,18
서초구,2020-12-02,13
서초구,2020-12-03,17
서초구,2020-12-04,14
서초구,2020-12-05,11
서초구,2020-12-06,14
서초구,2020-12-07,11
서초구,2020-12-08,9
서초구,2020-12-09,9
서초구,2020-12-10,11
서초구,2020-12-11,15
서초구,2020-12-12,13
서초구,2020-12-13,5
서초구,2020-12-14,5
서초구,2020-12-15,11
서초구,2020-12-16,14
서초구,2020-12-17,15
서초구,2020-12-18,12
서초구,2020-12-19,5
서초구,2020-12-20,20
서초구,2020-12-21,11
서초구,2020-12-22,8
서초구,2020-12-23,6
서초구,2020-12-24,7
서초구,2020-12-25,11
서초구,2020-12-26,12
서초구,2020-12-27,11
서초구,2020-12-28,13
서초구,2020-12-29,17
서초구,2020-12-30,9
서초구,2020-12-31,6
서초구,2021-01-01,7
서초구,2021-01-02,9
서초구,2021-01-03,4
서초구,2021-01-04,2
서초구,2021-01-05,12
서초구,2021-01-06,7
서초구,2021-01-07,4
서초구,2021-01-08,7
서초구,2021-01-09,4
서초구,2021-01-10,2
서초구,2021-01-11,4
서초구,2021-01-12,1
서초구,2021-01-13,5
서초구,2021-01-14,1
서초구,2021-01-15,5
서초구,2021-01-16,4
서초구,2021-01-17,7
서초구,2021-01-18,1
서초구,2021-01-19,6
서초구,2021-01-20,3
서초구,2021-01-21,8
서초구,2021-01-22,4
서초구,2021-01-23,5
서초구,2021-01-24,4
서초구,2021-01-25,5
서초구,2021-01-26,4
서초구,2021-01-27,4
서초구,2021-01-28,2
서초구,2021-01-29,2
서초구,2021-01-30,3
서초구,2021-01-31,6
서초구,2021-02-01,2
서초구,2021-02-02,3
서초구,2021-02-03,6
서초구,2021-02-04,4
서초구,2021-02-05,4
서초구,2021-02-06,1
서초구,2021-02-07,4
서초구,2021-02-08,4
서초구,2021-02-09,6
서초구,2021-02-10,3
서초구,2021-02-11,2
서초구,2021-02-12,4
서초구,2021-02-14,3
서초구,2021-02-15,4
서초구,2021-02-16,8
서초구,2021-02-17,9
서초구,2021-02-18,2
서초구,2021-02-19,3
서초구,2021-02-20,6
서초구,2021-02-21,5
서초구,2021-02-22,6
서초구,2021-02-23,3
서초구,2021-02-24,6
서초구,2021-02-25,3
서초구,2021-02-26,1
서초구,2021-02-27,2
서초구,2021-02-28,4
서초구,2021-03-01,9
서초구,2021-03-02,3
서초구,2021-03-03,4
서초구,2021-03-04,2
서초구,2021-03-05,4
서초구,2021-03-06,3
서초구,2021-03-07,2
서초구,2021-03-08,5
서초구,2021-03-09,7
서초구,2021-03-10,5
서초구,2021-03-11,9
서초구,2021-03-12,8
서초구,2021-03-13,5
서초구,2021-03-14,2
서초구,2021-03-15,3
서초구,2021-03-16,1
서초구,2021-03-17,7
서초구,2021-03-18,4
서초구,2021-03-19,3
서초구,2021-03-20,4
서초구,2021-03-21,2
서초구,2021-03-22,2
서초구,2021-03-23,1
서초구,2021-03-24,7
서초구,2021-03-25,13
서초구,2021-03-26,7
서초구,2021-03-27,9
서초구,2021-03-28,5
서초구,2021-03-29,11
서초구,2021-03-30,7
서초구,2021-03-31,8
서초구,2021-04-01,7
서초구,2021-04-02,12
서초구,2021-04-03,10
서초구,2021-04-04,18
서초구,2021-04-05,12
서초구,2021-04-06,9
서초구,2021-04-07,37
서초구,2021-04-08,15
서초구,2021-04-09,8
서초구,2021-04-10,21
서초구,2021-04-11,14
서초구,2021-04-12,11
서초구,2021-04-13,14
서초구,2021-04-14,12
서초구,2021-04-15,12
서초구,2021-04-16,10
서초구,2021-04-17,8
서초구,2021-04-18,14
서초구,2021-04-19,10
서초구,2021-04-20,10
서초구,2021-04-21,11
서초구,2021-04-22,9
서초구,2021-04-23,18
서초구,2021-04-24,8
서초구,2021-04-25,7
서초구,2021-04-26,3
서초구,2021-04-27,10
서초구,2021-04-28,7
서초구,2021-04-29,12
서초구,2021-04-30,11
서초구,2021-05-01,13
서초구,2021-05-02,8
서초구,2021-05-03,5
서초구,2021-05-04,10
서초구,2021-05-05,14
서초구,2021-05-06,6
서초구,2021-05-07,6
서초구,2021-05-08,8
서초구,2021-05-09,6
서초구,2021-05-10,8
서초구,2021-05-11,12
서초구,2021-05-12,12
서초구,2021-05-13,15
서초구,2021-05-14,9
서초구,2021-05-15,6
서초구,2021-05-16,3
서초구,2021-05-17,6
서초구,2021-05-18,9
서초구,2021-05-19,6
서초구,2021-05-20,4
서초구,2021-05-21,9
서초구,2021-05-22,4
서초구,2021-05-23,3
서초구,2021-05-24,8
서초구,2021-05-25,21
서초구,2021-05-26,17
서초구,2021-05-27,10
서초구,2021-05-28,12
서초구,2021-05-29,5
서초구,2021-05-30,3
서초구,2021-05-31,7
서초구,2021-06-01,18
서초구,2021-06-02,7
서초구,2021-06-03,6
서초구,2021-06-04,18
서초구,2021-06-05,10
서초구,2021-06-06,8
서초구,2021-06-07,9
서초구,2021-06-08,11
서초구,2021-06-09,15
서초구,2021-06-10,8
서초구,2021-06-11,12
서초구,2021-06-12,9
서초구,2021-06-13,8
서초구,2021-06-14,8
서초구,2021-06-15,16
서초구,2021-06-16,14
서초구,2021-06-17,13
서초구,2021-06-18,8
서초구,2021-06-19,14
서초구,2021-06-20,7
서초구,2021-06-21,8
서초구,2021-06-22,13
서초구,2021-06-23,16
서초구,2021-06-24,18
서초구,2021-06-25,9
서초구,2021-06-26,8
서초구,2021-06-27,7
서초구,2021-06-28,11
서초구,2021-06-29,23
서초구,2021-06-30,21
서초구,2021-07-01,21
서초구,2021-07-02,16
서초구,2021-07-03,17
서초구,2021-07-04,19
서초구,2021-07-05,19
성동구,2020-02-19,1
성동구,2020-02-20,1
성동구,2020-02-28,1
성동구,2020-03-19,1
성동구,2020-03-20,1
성동구,2020-03-21,1
성동구,2020-04-02,1
성동구,2020-04-06,1
성동구,2020-04-07,1
성동구,2020-04-08,1
성동구,2020-04-09,2
성동구,2020-04-12,4
성동구,2020-04-13,2
성동구,2020-04-14,1
성동구,2020-05-01,1
성동구,2020-05-10,1
성동구,2020-05-12,1
성동구,2020-05-24,1
성동구,2020-05-25,3
성동구,2020-05-26,8
성동구,2020-05-27,3
성동구,2020-05-28,2
성동구,2020-05-29,1
성동구,2020-06-02,1
성동구,2020-06-05,1
성동구,2020-06-06,3
성동구,2020-06-07,1
성동구,2020-06-09,1
성동구,2020-06-20,2
성동구,2020-07-02,1
성동구,2020-07-11,1
성동구,2020-07-17,1
성동구,2020-07-18,1
성동구,2020-07-20,2
성동구,2020-07-21,1
성동구,2020-07-23,1
성동구,2020-08-05,2
성동구,2020-08-06,1
성동구,2020-08-07,1
성동구,2020-08-11,1
성동구,2020-08-12,1
성동구,2020-08-14,1
성동구,2020-08-15,1
성동구,2020-08-16,1
성동구,2020-08-18,2
성동구,2020-08-20,4
성동구,2020-08-21,3
성동구,2020-08-22,1
성동구,2020-08-23,2
성동구,2020-08-24,2
성동구,2020-08-25,5
성동구,2020-08-29,2
성동구,2020-08-30,1
성동구,2020-08-31,2
성동구,2020-09-01,2
성동구,2020-09-02,1
성동구,2020-09-03,2
성동구,2020-09-04,5
성동구,2020-09-05,1
성동구,2020-09-07,2
성동구,2020-09-08,1
성동구,2020-09-10,2
성동구,2020-09-12,1
성동구,2020-09-14,1
성동구,2020-09-16,1
성동구,2020-09-18,2
성동구,2020-09-20,2
성동구,2020-09-21,1
성동구,2020-09-23,2
성동구,2020-09-30,4
성동구,2020-10-01,2
성동구,2020-10-06,1
성동구,2020-10-07,1
성동구,2020-10-08,3
성동구,2020-10-14,1
성동구,2020-10-20,1
성동구,2020-10-22,1
성동구,2020-10-26,1
성동구,2020-10-27,2
성동구,2020-10-29,2
성동구,2020-10-30,2
성동구,2020-10-31,1
성동구,2020-11-02,1
성동구,2020-11-03,4
성동구,2020-11-04,1
성동구,2020-11-06,6
성동구,2020-11-07,8
성동구,2020-11-08,5
성동구,2020-11-11,2
성동구,2020-11-12,2
성동구,2020-11-14,1
성동구,2020-11-15,3
성동구,2020-11-16,3
성동구,2020-11-17,6
성동구,2020-11-18,5
성동구,2020-11-19,2
성동구,2020-11-20,3
성동구,2020-11-21,4
성동구,2020-11-22,1
성동구,2020-11-23,4
성동구,2020-11-24,2
성동구,2020-11-25,7
성동구,2020-11-26,6
성동구,2020-11-27,1
성동구,2020-11-28,2
성동구,2020-11-29,1
성동구,2020-11-30,2
성동구,2020-12-01,2
성동구,2020-12-02,8
성동구,2020-12-03,7
성동구,2020-12-04,7
성동구,2020-12-05,7
성동구,2020-12-07,6
성동구,2020-12-08,1
성동구,2020-12-09,6
성동구,2020-12-10,9
성동구,2020-12-11,12
성동구,2020-12-12,14
성동구,2020-12-13,8
성동구,2020-12-14,5
성동구,2020-12-15,15
성동구,2020-12-16,21
성동구,2020-12-17,6
성동구,2020-12-18,6
성동구,2020-12-19,6
성동구,2020-12-20,9
성동구,2020-12-21,5
성동구,2020-12-22,10
성동구,2020-12-23,6
성동구,2020-12-24,2
성동구,2020-12-25,6
성동구,2020-12-26,9
성동구,2020-12-27,13
성동구,2020-12-28,2
성동구,2020-12-29,8
성동구,2020-12-30,7
성동구,2020-12-31,7
성동구,2021-01-01,10
성동구,2021-01-03,8
성동구,2021-01-04,4
성동구,2021-01-05,5
성동구,2021-01-06,4
성동구,2021-01-07,4
성동구,2021-01-08,1
성동구,2021-01-09,3
성동구,2021-01-10,4
성동구,2021-01-11,7
성동구,2021-01-12,4
성동구,2021-01-14,2
성동구,2021-01-15,9
성동구,2021-01-16,5
성동구,2021-01-17,12
성동구,2021-01-18,1
성동구,2021-01-19,5
성동구,2021-01-20,10
성동구,2021-01-21,3
성동구,2021-01-22,7
성동구,2021-01-24,1
성동구,2021-01-26,7
성동구,2021-01-27,2
성동구,2021-01-28,1
성동구,2021-01-29,13
성동구,2021-01-30,2
성동구,2021-01-31,2
성동구,2021-02-01,3
성동구,2021-02-02,8
성동구,2021-02-03,3
성동구,2021-02-04,5
성동구,2021-02-05,5
성동구,2021-02-06,4
성동구,2021-02-07,3
성동구,2021-02-08,2
성동구,2021-02-09,3
성동구,2021-02-10,8
성동구,2021-02-11,7
성동구,2021-02-12,3
성동구,2021-02-13,6
성동구,2021-02-14,2
성동구,2021-02-15,4
성동구,2021-02-16,13
